date,station,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
2013-02-23,Admiralty,0,na,na,na,27.5,31.6,24.1,12.2,36.4
2013-02-24,Admiralty,0,na,na,na,27.3,30,24.8,12.2,38.5
2013-02-25,Admiralty,65.8,na,na,na,26.9,32,23.9,8.2,44.6
2013-02-26,Admiralty,19.6,na,na,na,26.8,33,24.6,7.4,36.4
2013-02-27,Admiralty,5.2,na,na,na,27.2,31.9,24.5,7.6,25.2
2013-02-28,Admiralty,0,na,na,na,27.6,33.9,25.1,7.4,33.8
2013-03-01,Admiralty,0,na,na,na,28.1,34.1,25.3,8.6,30.6
2013-03-02,Admiralty,21.2,na,na,na,27.8,32.3,24.7,9.2,41.4
2013-03-03,Admiralty,0,na,na,na,27.6,31.1,25.2,13.5,40.3
2013-03-04,Admiralty,0,na,na,na,27.6,31.4,24.9,13.5,46.4
2013-03-05,Admiralty,0.2,na,na,na,27.3,30.9,25,11.6,46.8
2013-03-06,Admiralty,0.2,na,na,na,27.2,30.5,25.1,11.6,34.9
2013-03-07,Admiralty,0,na,na,na,27.6,32.5,24.9,12.4,37.4
2013-03-08,Admiralty,0,na,na,na,27.8,31.3,25.5,13.2,42.5
2013-03-09,Admiralty,3,na,na,na,26.9,31.3,24.7,10,40.7
2013-03-10,Admiralty,11.6,na,na,na,27.1,33.4,24.5,7.7,28.1
2013-03-11,Admiralty,0,na,na,na,27.5,32.9,25.1,10.5,37.1
2013-03-12,Admiralty,0,na,na,na,27.9,33.8,24.7,10.2,31
2013-03-13,Admiralty,19,na,na,na,27.4,34.4,23.1,8.3,60.5
2013-03-14,Admiralty,0,na,na,na,27.5,33.1,25.5,8.7,33.1
2013-03-15,Admiralty,0,na,na,na,28.3,32.8,24.9,11,37.4
2013-03-16,Admiralty,0,na,na,na,28.3,32.4,25.5,11.7,36.4
2013-03-17,Admiralty,16,na,na,na,26.9,32,25.2,8.4,45.7
2013-03-18,Admiralty,0,na,na,na,28.3,34.3,25.2,10.6,30.2
2013-03-19,Admiralty,0,na,na,na,28.4,33.5,25.7,11,32.8
2013-03-20,Admiralty,0,na,na,na,28.9,33.8,26,9.6,27.7
2013-03-21,Admiralty,0.2,na,na,na,28.7,33,27.4,8.9,33.8
2013-03-22,Admiralty,18.6,na,na,na,27.9,32.9,24.5,8.8,30.6
2013-03-23,Admiralty,5.8,na,na,na,28,33,25.6,7,42.1
2013-03-24,Admiralty,50,na,na,na,27.9,36.2,22.9,7,60.5
2013-03-25,Admiralty,0.4,na,na,na,27.8,33.7,24.7,6.4,38.2
2013-03-26,Admiralty,10.4,na,na,na,28.1,34,24.9,6.3,35.3
2013-03-27,Admiralty,0,na,na,na,29,32.2,26.3,6.2,29.5
2013-03-28,Admiralty,16.4,na,na,na,28.1,32.9,25.4,5.8,37.4
2013-03-29,Admiralty,36.2,na,na,na,27.7,34.6,24,5.6,27.7
2013-03-30,Admiralty,49.2,na,na,na,28.1,34.9,24.1,5.6,55.1
2013-03-31,Admiralty,10.4,na,na,na,28.4,34.7,25.3,6.1,37.1
2013-04-01,Admiralty,21,na,na,na,27.9,34.5,23.6,6.3,42.1
2013-04-02,Admiralty,10.6,na,na,na,28.5,33.5,25.4,5.5,28.1
2013-04-03,Admiralty,10.8,na,na,na,28.1,34.1,24.4,6.3,31.7
2013-04-04,Admiralty,4.4,na,na,na,27.5,32.1,25.2,6.3,28.8
2013-04-05,Admiralty,0,na,na,na,28.8,32.7,25.7,8.7,30.6
2013-04-06,Admiralty,1,na,na,na,27.9,30.1,25.9,12.6,65.2
2013-04-07,Admiralty,0,na,na,na,28.1,30.1,26,12.7,45
2013-04-08,Admiralty,0.8,na,na,na,28.2,32.5,25.7,6.3,38.2
2013-04-09,Admiralty,0,na,na,na,28,32.3,25.9,5.2,22
2013-04-10,Admiralty,0,na,na,na,28.6,33.3,26.2,6.6,32.8
2013-04-11,Admiralty,0,na,na,na,27.3,30.3,24.6,6.8,21.2
2013-04-12,Admiralty,0,na,na,na,29,35.1,25.6,7.6,26.6
2013-04-13,Admiralty,3.4,na,na,na,29.5,35,26.1,6.9,41.8
2013-04-14,Admiralty,0.8,na,na,na,26.2,29.2,22.6,6.9,61.9
2013-04-15,Admiralty,0,na,na,na,29.3,35.1,25.4,8.3,28.1
2013-04-16,Admiralty,5,na,na,na,29.9,35.2,26.9,7.7,31
2013-04-17,Admiralty,0.4,na,na,na,28.2,31,25,11.1,42.5
2013-04-18,Admiralty,1.2,na,na,na,30,33.6,27.1,9.2,36.4
2013-04-19,Admiralty,0,na,na,na,27.2,30.6,25,6.7,24.1
2013-04-20,Admiralty,0,na,na,na,29.6,34.3,26.4,6.2,26.3
2013-04-21,Admiralty,17.8,na,na,na,26.2,33.4,23.7,6.8,60.8
2013-04-22,Admiralty,11.4,na,na,na,27.8,35.1,23.6,6.2,28.1
2013-04-23,Admiralty,0.2,na,na,na,27.5,32.3,25.1,5.8,35.6
2013-04-24,Admiralty,16,na,na,na,27.6,34.2,24.2,5,31.7
2013-04-25,Admiralty,20.8,na,na,na,27.8,31.8,25.1,6.4,21.2
2013-04-26,Admiralty,0.8,na,na,na,27.3,31.5,23.6,5.5,47.5
2013-04-27,Admiralty,27.6,na,na,na,27.6,33.8,23.4,4.8,52.2
2013-04-28,Admiralty,40.4,na,na,na,25.9,27.3,23.5,4.6,26.6
2013-04-29,Admiralty,16.2,na,na,na,27.7,32.3,24.9,5.5,23.8
2013-04-30,Admiralty,0,na,na,na,28.9,33.9,25.5,5.3,29.9
2013-05-01,Admiralty,0.8,na,na,na,28.1,30.9,26.2,4.6,25.2
2013-05-02,Admiralty,7.2,na,na,na,27.9,32,25,5.9,43.6
2013-05-03,Admiralty,0.4,na,na,na,27.9,30.8,25.9,4.7,31
2013-05-04,Admiralty,0.2,na,na,na,28.8,32.6,25.9,7.2,28.1
2013-05-05,Admiralty,8.4,na,na,na,27.4,30.6,25.5,4.3,22.3
2013-05-06,Admiralty,5.4,na,na,na,27.6,33.3,25.4,5.3,35.6
2013-05-07,Admiralty,68.6,na,na,na,26.8,32.7,22.8,5.6,44.3
2013-05-08,Admiralty,1,na,na,na,27.3,31.9,25.1,5.6,33.5
2013-05-09,Admiralty,0.4,na,na,na,27.9,33.5,24.9,6.4,38.5
2013-05-10,Admiralty,7,na,na,na,27.9,33.3,25,6.1,28.1
2013-05-11,Admiralty,0,na,na,na,28.2,32,25.8,6.2,24.1
2013-05-12,Admiralty,0,na,na,na,30.2,34.9,27.3,6.3,27
2013-05-13,Admiralty,0,na,na,na,30.5,35.2,27.9,6.9,24.5
2013-05-14,Admiralty,0.6,na,na,na,28.7,32.7,24.7,6.1,39.6
2013-05-15,Admiralty,13.4,na,na,na,28.8,34,25.3,6.4,27.7
2013-05-16,Admiralty,0.4,na,na,na,27.3,32.3,23.1,7.6,53.6
2013-05-17,Admiralty,0,na,na,na,29.1,33.8,26,5.9,21.2
2013-05-18,Admiralty,0,na,na,na,28.1,31.4,26.1,5.7,29.2
2013-05-19,Admiralty,0,na,na,na,29.2,34.2,25.4,5.8,24.5
2013-05-20,Admiralty,0,na,na,na,28.8,33.2,26.6,6.1,27.4
2013-05-21,Admiralty,9,na,na,na,27.5,34.6,24.2,6.7,42.5
2013-05-22,Admiralty,19.6,na,na,na,27.3,31.7,24.2,5.2,27.7
2013-05-23,Admiralty,10.8,na,na,na,28.2,32.7,24.7,4.4,34.9
2013-05-24,Admiralty,4.4,na,na,na,26.7,28.7,24.1,5.5,31.3
2013-05-25,Admiralty,0,na,na,na,28.8,34.5,26.1,7,38.5
2013-05-26,Admiralty,14.6,na,na,na,27.1,32.7,24.3,6.6,31.3
2013-05-27,Admiralty,0,na,na,na,28.6,35.1,24.7,5.9,22
2013-05-28,Admiralty,0,na,na,na,28.3,32.7,25.6,7.5,44.3
2013-05-29,Admiralty,0.2,na,na,na,27,28.5,26,6.2,22
2013-05-30,Admiralty,0.8,na,na,na,26.8,31.7,23.9,8.3,40
2013-05-31,Admiralty,28.4,na,na,na,27.6,33.4,24.4,5.8,38.5
2013-06-01,Admiralty,14,na,na,na,28.2,35.1,24.4,5.2,56.5
2013-06-02,Admiralty,4.2,na,na,na,29,34.6,25.8,6.5,46.1
2013-06-03,Admiralty,1,na,na,na,28.6,33.5,26.6,6.9,34.2
2013-06-04,Admiralty,0.2,na,na,na,27.9,33.2,25.2,6.9,29.9
2013-06-05,Admiralty,5.6,na,na,na,27,34.7,24,6.5,41
2013-06-06,Admiralty,13.8,na,na,na,28,33.9,24.3,7.2,18
2013-06-07,Admiralty,12.2,na,na,na,27.9,34.9,24.7,6.3,53.6
2013-06-08,Admiralty,0,na,na,na,28.2,33.5,25,6.4,46.1
2013-06-09,Admiralty,0,na,na,na,27.7,30.3,25.2,8.4,37.4
2013-06-10,Admiralty,5,na,na,na,28.7,31.7,25.6,9.9,35.6
2013-06-11,Admiralty,0,na,na,na,29.1,31.8,24.5,10,47.9
2013-06-12,Admiralty,0,na,na,na,29.5,32.1,27.8,11.4,51.8
2013-06-13,Admiralty,0,na,na,na,30,33,27.4,8.1,36
2013-06-14,Admiralty,0,na,na,na,30.2,32.6,28,8.1,34.9
2013-06-15,Admiralty,0,na,na,na,30.3,33.4,27.8,6.7,34.9
2013-06-16,Admiralty,2.8,na,na,na,30.3,33.5,26.9,7.8,35.6
2013-06-17,Admiralty,0,na,na,na,28.8,31.5,26.2,8.6,35.3
2013-06-18,Admiralty,0,na,na,na,30,33.2,27.6,8.9,41.8
2013-06-19,Admiralty,0,na,na,na,30.2,33.3,27.8,9.9,46.8
2013-06-20,Admiralty,0,na,na,na,29.6,32.5,26.4,8.9,37.8
2013-06-21,Admiralty,0,na,na,na,29.7,32.3,27.5,9.3,39.2
2013-06-22,Admiralty,0,na,na,na,30.2,33.6,27.6,7.4,30.6
2013-06-23,Admiralty,0,na,na,na,30.6,34.2,27.2,4.7,21.6
2013-06-24,Admiralty,0,na,na,na,30.2,34.6,28.5,8.2,28.1
2013-06-25,Admiralty,2.4,na,na,na,28.6,33.3,24.3,7.8,54.7
2013-06-26,Admiralty,1,na,na,na,27.3,29.8,25.1,5.9,31.3
2013-06-27,Admiralty,0,na,na,na,28.9,32.6,26.3,7.3,30.2
2013-06-28,Admiralty,0,na,na,na,29.1,32.5,26.8,6,26.6
2013-06-29,Admiralty,0,na,na,na,29.4,32.8,26.6,6.4,28.1
2013-06-30,Admiralty,12.8,na,na,na,27,29.2,23.4,5.9,37.4
2013-07-01,Admiralty,0,na,na,na,28,30.7,26,7.8,40.3
2013-07-02,Admiralty,0.4,na,na,na,27.8,30.9,26.5,6.5,32.8
2013-07-03,Admiralty,0,na,na,na,28.4,32.2,25.2,7.4,24.8
2013-07-04,Admiralty,1,na,na,na,26.9,30.5,24.6,7.1,47.9
2013-07-05,Admiralty,0,na,na,na,27.2,30.9,24.7,8,24.5
2013-07-06,Admiralty,0,na,na,na,29.1,32.9,26.8,6.4,29.9
2013-07-07,Admiralty,0,na,na,na,29.4,33,25.8,6.5,34.2
2013-07-08,Admiralty,27.8,na,na,na,28.7,32.8,24.4,7.4,31.3
2013-07-09,Admiralty,8.8,na,na,na,26.4,28.3,24.6,7.4,32
2013-07-10,Admiralty,0,na,na,na,28.6,32.3,25.7,7.4,28.1
2013-07-11,Admiralty,16.4,na,na,na,27.2,32.1,23.5,5.3,49
2013-07-12,Admiralty,1,na,na,na,27,30.9,25.1,7.9,40.3
2013-07-13,Admiralty,0,na,na,na,27.3,29.5,24.8,7.2,28.4
2013-07-14,Admiralty,0.4,na,na,na,27.4,29.1,24.5,6.9,37.8
2013-07-15,Admiralty,0,na,na,na,26.9,31.2,24.1,7.7,28.8
2013-07-16,Admiralty,0,na,na,na,27.8,32,25.7,5,32
2013-07-17,Admiralty,6,na,na,na,26.6,31.1,25,5.2,27
2013-07-18,Admiralty,2.8,na,na,na,26.3,28.1,24.4,5.7,23
2013-07-19,Admiralty,0,na,na,na,28.1,32.1,25.5,4.9,28.1
2013-07-20,Admiralty,0,na,na,na,29.1,33,26.1,6.2,30.6
2013-07-21,Admiralty,0,na,na,na,29.4,33,26.6,6.2,32
2013-07-22,Admiralty,0,na,na,na,29,32.2,26.3,8,37.1
2013-07-23,Admiralty,0,na,na,na,29.6,33,27.1,7.6,29.2
2013-07-24,Admiralty,0,na,na,na,29.3,33.7,25.5,7.4,27.7
2013-07-25,Admiralty,0,na,na,na,28,32.1,25.6,6.4,27.4
2013-07-26,Admiralty,8.8,na,na,na,26.6,31.5,24.4,6.5,28.1
2013-07-27,Admiralty,0,na,na,na,25.8,27.8,24.4,6.4,37.8
2013-07-28,Admiralty,0,na,na,na,28.7,33.3,24.9,5,23
2013-07-29,Admiralty,6,na,na,na,27.6,30,24.9,5,46.8
2013-07-30,Admiralty,0,na,na,na,27.6,31.8,25.9,6.2,27
2013-07-31,Admiralty,12.4,na,na,na,28.3,32.3,25,6.7,27.7
2013-08-01,Admiralty,1.6,na,na,na,26.9,30.2,22.1,6.5,53.6
2013-08-02,Admiralty,0.2,na,na,na,27.2,29.9,24.9,6.4,36
2013-08-03,Admiralty,0,na,na,na,29.2,33.1,26.6,7.1,31.7
2013-08-04,Admiralty,0,na,na,na,28.6,32,26.7,6.3,27.4
2013-08-05,Admiralty,34,na,na,na,26.7,29.1,22.9,8.9,42.5
2013-08-06,Admiralty,0,na,na,na,28.1,31.1,25.3,6,29.2
2013-08-07,Admiralty,0.8,na,na,na,28.4,31.3,25.9,6.9,36.7
2013-08-08,Admiralty,0.2,na,na,na,27,28.6,23.5,8,46.4
2013-08-09,Admiralty,17.2,na,na,na,27.2,32.1,24,7.5,40.3
2013-08-10,Admiralty,23.2,na,na,na,27.2,32.1,23.1,8.3,45
2013-08-11,Admiralty,14.8,na,na,na,26.4,31.3,22.1,5.7,55.1
2013-08-12,Admiralty,4.6,na,na,na,27.5,32.5,22.8,6.5,52.9
2013-08-13,Admiralty,0.8,na,na,na,26.4,28.6,23.5,6,38.5
2013-08-14,Admiralty,3.6,na,na,na,27.3,29.4,25.3,5.2,29.9
2013-08-15,Admiralty,0,na,na,na,28.7,32.4,26.6,6.9,26.3
2013-08-16,Admiralty,0,na,na,na,28.4,31.8,25.5,6.3,29.5
2013-08-17,Admiralty,11.8,na,na,na,27.5,31.7,24.7,5.9,34.2
2013-08-18,Admiralty,0.8,na,na,na,28.2,33,25.3,5.7,28.4
2013-08-19,Admiralty,0,na,na,na,27.8,32.5,24.7,6.1,33.1
2013-08-20,Admiralty,15.6,na,na,na,26.8,30.1,23.9,5.1,28.4
2013-08-21,Admiralty,0,na,na,na,28.4,31.9,25.6,6.5,34.6
2013-08-22,Admiralty,9.2,na,na,na,28.4,32.3,23.5,6.8,41.4
2013-08-23,Admiralty,0,na,na,na,28.6,32.1,25.2,7.3,32.4
2013-08-24,Admiralty,0,na,na,na,29.3,33.2,26.2,7.3,30.6
2013-08-25,Admiralty,0,na,na,na,29.2,32.5,26.9,9.1,36
2013-08-26,Admiralty,25.4,na,na,na,27.4,31.1,24.1,7.8,35.6
2013-08-27,Admiralty,0,na,na,na,28.8,33.2,26.3,6.8,23.4
2013-08-28,Admiralty,6.4,na,na,na,27.3,32.8,24.3,7,43.2
2013-08-29,Admiralty,5.8,na,na,na,26.1,30.1,24.6,6.2,31
2013-08-30,Admiralty,0.2,na,na,na,26.9,31.5,24,5.6,45
2013-08-31,Admiralty,0,na,na,na,28.2,33.6,24.8,7.1,29.5
2013-09-01,Admiralty,2.2,na,na,na,27,30.3,25.2,6.7,31
2013-09-02,Admiralty,39.2,na,na,na,26.7,32,23.4,6.1,36
2013-09-03,Admiralty,26.8,na,na,na,26.3,29.7,23.3,4.3,26.3
2013-09-04,Admiralty,2,na,na,na,26.2,29.6,24.2,4.8,19.8
2013-09-05,Admiralty,12.8,na,na,na,25.7,27.7,24.6,6.2,28.4
2013-09-06,Admiralty,43.6,na,na,na,26.1,29.8,22.6,7,46.1
2013-09-07,Admiralty,8.6,na,na,na,25.7,29.4,21.9,8.3,47.9
2013-09-08,Admiralty,0.2,na,na,na,26.1,30.1,22.6,7.1,33.1
2013-09-09,Admiralty,19.6,na,na,na,25.9,30.2,23.3,7.5,40.7
2013-09-10,Admiralty,4.6,na,na,na,25.5,27.2,23.3,9.6,43.6
2013-09-11,Admiralty,0.2,na,na,na,27.9,31.7,24.1,7.1,27.7
2013-09-12,Admiralty,0,na,na,na,28.4,32,23.9,8.1,33.8
2013-09-13,Admiralty,0,na,na,na,28.1,31.2,25.9,5.1,23.8
2013-09-14,Admiralty,0,na,na,na,28.6,31.8,26,5.1,33.1
2013-09-15,Admiralty,23.4,na,na,na,25.2,27.4,23.1,7.6,34.9
2013-09-16,Admiralty,0,na,na,na,27.7,32,24.3,5.4,20.5
2013-09-17,Admiralty,2,na,na,na,26.8,30.7,25.1,6,33.5
2013-09-18,Admiralty,0,na,na,na,28.8,32.1,26.2,4.8,21.2
2013-09-19,Admiralty,0,na,na,na,28.9,33.4,26.6,6.3,35.3
2013-09-20,Admiralty,0,na,na,na,29.4,33.1,26.5,6.4,25.9
2013-09-21,Admiralty,0,na,na,na,29.4,32.3,27.4,7.1,35.3
2013-09-22,Admiralty,0,na,na,na,29.5,33.3,27.1,6.9,34.6
2013-09-23,Admiralty,0,na,na,na,29.5,33.4,26.6,7.4,26.6
2013-09-24,Admiralty,0,na,na,na,29.7,33.9,27.2,7.8,32
2013-09-25,Admiralty,10.4,na,na,na,27,29.2,21.9,6.4,65.5
2013-09-26,Admiralty,22.4,na,na,na,25.8,29.8,22.4,6.1,54.4
2013-09-27,Admiralty,0,na,na,na,28.3,31.2,25.7,6.2,28.1
2013-09-28,Admiralty,6,na,na,na,27.8,31,25.9,6.1,32
2013-09-29,Admiralty,0.6,na,na,na,27.3,31.1,23.1,7.4,36.4
2013-09-30,Admiralty,0,na,na,na,28.1,31,25.4,6.3,31.7
2013-10-01,Admiralty,0,na,na,na,29.3,33.2,26.7,7.7,32.8
2013-10-02,Admiralty,9.2,na,na,na,26.8,29.9,23.9,8.5,42.8
2013-10-03,Admiralty,47.6,na,na,na,26.9,32.5,22.4,5.8,42.8
2013-10-04,Admiralty,1.8,na,na,na,27.9,32.6,24.5,6.3,23.8
2013-10-05,Admiralty,4.8,na,na,na,28,31.6,23.2,7.9,40.7
2013-10-06,Admiralty,7.2,na,na,na,27.9,32.5,22.6,10,59
2013-10-07,Admiralty,0.4,na,na,na,27.7,31.5,23,8.9,45
2013-10-08,Admiralty,7.4,na,na,na,29.3,33.6,25,6.3,41.4
2013-10-09,Admiralty,0,na,na,na,28,33.4,23.5,7.9,52.6
2013-10-10,Admiralty,0.8,na,na,na,27.5,33.4,24.2,7.3,30.6
2013-10-11,Admiralty,0.6,na,na,na,27.1,30.2,24.9,5.2,24.8
2013-10-12,Admiralty,0,na,na,na,27.8,30.9,26.3,8.4,32
2013-10-13,Admiralty,14.2,na,na,na,27.8,31.2,26,9.8,43.6
2013-10-14,Admiralty,0.8,na,na,na,26.9,30,23.8,8.1,34.6
2013-10-15,Admiralty,0.2,na,na,na,27.5,30.3,24.9,6.2,28.4
2013-10-16,Admiralty,0,na,na,na,29.2,33.2,25.9,6.1,26.6
2013-10-17,Admiralty,0,na,na,na,28.8,32.7,25.9,10.3,34.6
2013-10-18,Admiralty,3.4,na,na,na,28.2,31.3,24.6,9.6,34.2
2013-10-19,Admiralty,0,na,na,na,27.2,32.2,25,4.8,31.3
2013-10-20,Admiralty,0.8,na,na,na,26.5,31.7,24.3,8.5,32
2013-10-21,Admiralty,9,na,na,na,27.2,29.9,24.9,7.4,27.7
2013-10-22,Admiralty,0,na,na,na,26.8,30.8,23.7,7.8,31.7
2013-10-23,Admiralty,0,na,na,na,27.3,31.6,24.3,8,33.8
2013-10-24,Admiralty,0,na,na,na,27,33.5,25,5.9,25.2
2013-10-25,Admiralty,0,na,na,na,27.9,32.8,24.7,7.2,31
2013-10-26,Admiralty,0,na,na,na,27,32.2,24.1,8.5,45
2013-10-27,Admiralty,6.8,na,na,na,26.1,32.7,23.7,7.3,32
2013-10-28,Admiralty,60.8,na,na,na,26.3,33.4,22.8,6,31
2013-10-29,Admiralty,0,na,na,na,27.2,31.5,24.6,6.4,26.3
2013-10-30,Admiralty,9.4,na,na,na,26.6,31.6,23.9,5.1,40.7
2013-10-31,Admiralty,17,na,na,na,26.6,33.8,23.8,5,34.9
2013-11-01,Admiralty,74.2,na,na,na,26.7,32.7,22.4,5.4,56.2
2013-11-02,Admiralty,0,na,na,na,26.7,30.8,25,5.7,24.1
2013-11-03,Admiralty,0,na,na,na,26.7,33.2,24.7,6.5,37.1
2013-11-04,Admiralty,7.4,na,na,na,26.7,31.9,24.8,6.6,31
2013-11-05,Admiralty,34,na,na,na,27,33.8,24.2,6.7,30.6
2013-11-06,Admiralty,0.2,na,na,na,26.9,30.1,23.4,8.3,35.6
2013-11-07,Admiralty,0,na,na,na,28.1,32.3,24.9,8.4,28.8
2013-11-08,Admiralty,0.2,na,na,na,27.2,32.1,24.9,7.9,35.3
2013-11-09,Admiralty,15.6,na,na,na,26.4,31.6,24.8,5.2,32.8
2013-11-10,Admiralty,14.2,na,na,na,26.9,30.4,23.4,5.2,43.2
2013-11-11,Admiralty,3.4,na,na,na,27,30.1,23.8,6.9,41
2013-11-12,Admiralty,4,na,na,na,25.4,27.9,23.6,5.9,28.8
2013-11-13,Admiralty,42.8,na,na,na,27,34.8,24.1,5.7,37.4
2013-11-14,Admiralty,0.2,na,na,na,26.6,30.1,23.1,5.4,38.9
2013-11-15,Admiralty,1.6,na,na,na,26.4,31.3,24.2,6.6,32
2013-11-16,Admiralty,0.8,na,na,na,27.1,31.1,24.4,6.2,28.4
2013-11-17,Admiralty,1.2,na,na,na,25.7,27.2,24.8,8.4,31.3
2013-11-18,Admiralty,0,na,na,na,26.7,30.4,24.6,8.8,43.9
2013-11-19,Admiralty,1,na,na,na,27.2,31.8,25.1,5.9,31
2013-11-20,Admiralty,6,na,na,na,27.3,29.9,24.3,10.2,45
2013-11-21,Admiralty,11.2,na,na,na,27.9,31.2,24.2,10.6,43.6
2013-11-22,Admiralty,34.8,na,na,na,27.3,31.3,23.9,6.5,23
2013-11-23,Admiralty,1,na,na,na,26.6,30.7,22.3,7.1,41
2013-11-24,Admiralty,0,na,na,na,27.6,32.3,25.3,6.3,24.8
2013-11-25,Admiralty,9,na,na,na,26.7,32.5,23.6,6.8,44.6
2013-11-26,Admiralty,0.4,na,na,na,26.9,30,25.2,7.1,24.5
2013-11-27,Admiralty,41.2,na,na,na,27.9,34,23.7,5.7,32.8
2013-11-28,Admiralty,0.4,na,na,na,26.6,31.5,24.9,6.9,27.7
2013-11-29,Admiralty,0.8,na,na,na,27.2,31.8,24.8,6.9,28.4
2013-11-30,Admiralty,11,na,na,na,26.6,32.4,24.8,7.2,30.6
2013-12-01,Admiralty,44,na,na,na,25.6,27.5,24.4,8,24.1
2013-12-02,Admiralty,9.4,na,na,na,24.5,25.2,24,8.4,25.6
2013-12-03,Admiralty,48.8,na,na,na,25.2,30.7,23.5,6.6,25.6
2013-12-04,Admiralty,0,na,na,na,25.4,27.8,23.7,9.8,32.8
2013-12-05,Admiralty,1.2,na,na,na,26.3,31.3,24.2,7.1,24.8
2013-12-06,Admiralty,44.2,na,na,na,24.8,30,23.3,7.4,31.7
2013-12-07,Admiralty,0,na,na,na,26.7,32.3,23,6.3,27.7
2013-12-08,Admiralty,20.4,na,na,na,24.9,28.5,23.6,9.2,25.2
2013-12-09,Admiralty,0,na,na,na,26.8,32.8,24.1,6.6,29.2
2013-12-10,Admiralty,2,na,na,na,26.9,31.7,24.8,5.5,23.8
2013-12-11,Admiralty,8.8,na,na,na,27,30.9,24.7,8.5,32
2013-12-12,Admiralty,3.4,na,na,na,26.9,30.8,25.1,9.3,36.4
2013-12-13,Admiralty,0,na,na,na,27.4,31.8,24.9,10.2,29.9
2013-12-14,Admiralty,0.6,na,na,na,27.2,31.9,24.9,8.5,33.5
2013-12-15,Admiralty,6.6,na,na,na,26.5,32.7,23,7.2,36.4
2013-12-16,Admiralty,0,na,na,na,28,32.5,24.4,8.6,37.4
2013-12-17,Admiralty,0.2,na,na,na,27.9,32.9,24.8,7.3,35.3
2013-12-18,Admiralty,57.8,na,na,na,26.7,33.3,21.7,9.4,48.6
2013-12-19,Admiralty,0,na,na,na,25.6,28.8,23,10.4,43.9
2013-12-20,Admiralty,3.8,na,na,na,25.1,27.4,23.5,7.6,28.8
2013-12-21,Admiralty,0,na,na,na,25.9,29.2,23.5,9.7,28.8
2013-12-22,Admiralty,0,na,na,na,26.5,30.7,24,11.5,33.8
2013-12-23,Admiralty,2.2,na,na,na,25.3,27.4,23.9,12.7,31.7
2013-12-24,Admiralty,0.6,na,na,na,26.7,29.2,25.3,12,40
2013-12-25,Admiralty,0,na,na,na,27,30,25.2,10.8,44.3
2013-12-26,Admiralty,15.4,na,na,na,26.3,30.5,23.8,10.5,33.5
2013-12-27,Admiralty,0.2,na,na,na,26.6,29.5,24.7,11.5,39.6
2013-12-28,Admiralty,0.4,na,na,na,26,29.3,24.6,12.6,41
2013-12-29,Admiralty,0,na,na,na,25.8,27.9,24.3,11.1,35.3
2013-12-30,Admiralty,0.4,na,na,na,26.2,29.1,24.2,11.4,35.6
2013-12-31,Admiralty,1,na,na,na,25.4,27.4,24.6,11.9,38.2
2014-01-01,Admiralty,0,0,0,0,26.3,28.8,24.3,10.8,34.2
2014-01-02,Admiralty,0,0,0,0,26.9,30.7,24.6,11.5,38.2
2014-01-03,Admiralty,4.6,4.4,4.4,4.6,26.5,29.5,24.9,9.7,34.2
2014-01-04,Admiralty,3.8,3.8,3.8,3.8,26.4,31.2,24.7,8.1,32.8
2014-01-05,Admiralty,3.6,1.2,1.6,2,24.6,25.3,23.6,8.4,27
2014-01-06,Admiralty,80,21.8,26.2,30.6,25,27.2,23.1,6.2,29.5
2014-01-07,Admiralty,2,2,2,2,26.5,30.6,24.3,8,27.4
2014-01-08,Admiralty,0,0,0,0,26.9,30.8,24.4,11.7,34.6
2014-01-09,Admiralty,2.6,1.4,2,2.6,25.4,27.5,23.9,6,27.4
2014-01-10,Admiralty,0,0,0,0,26.9,31.9,24.1,6,27.4
2014-01-11,Admiralty,1.8,1.8,1.8,1.8,26.5,30.9,23.6,12.8,37.4
2014-01-12,Admiralty,0.2,0.2,0.2,0.2,25.9,28.3,24.4,11.7,39.2
2014-01-13,Admiralty,0,0,0,0,26.4,29.3,24.5,14.8,43.2
2014-01-14,Admiralty,0.2,0.2,0.2,0.2,26.1,29.6,23.9,13.3,44.3
2014-01-15,Admiralty,0,0,0,0,25.4,28.2,23.9,12.8,44.3
2014-01-16,Admiralty,0,0,0,0,25.6,28.4,23.5,13.9,39.6
2014-01-17,Admiralty,0,0,0,0,25.6,28.6,23.5,14.3,41.8
2014-01-18,Admiralty,0,0,0,0,25.6,28.5,23.5,14,42.5
2014-01-19,Admiralty,0,0,0,0,25.6,29,23.5,13.2,39.6
2014-01-20,Admiralty,0,0,0,0,25.6,29.2,23.7,14.2,37.4
2014-01-21,Admiralty,0,0,0,0,25.5,28.7,23.4,14,39.6
2014-01-22,Admiralty,0,0,0,0,25,27.9,23,13.5,40.3
2014-01-23,Admiralty,0,0,0,0,25.2,28.7,23.1,13,41.8
2014-01-24,Admiralty,0,0,0,0,25.2,28.3,23,12.6,35.3
2014-01-25,Admiralty,0,0,0,0,25.2,28.7,23.1,12.4,38.5
2014-01-26,Admiralty,0,0,0,0,25.2,29.3,22.5,11.3,37.1
2014-01-27,Admiralty,0,0,0,0,25.2,28.7,22.6,13.5,39.2
